dataset,ratio_evaluation,evaluation_method,feature_selection,learner,accuracy,f1_score,precision,recall,top 1,top 2,top 3,top 4,top 5,top 6,top 7,top 8,top 9,top 10
turma_1,0.75,xvalidation (k=10),raw,gradient_boosting,0.775609756097561,0.5445544554455445,0.5392156862745098,0.55,,,,,,,,,,
turma_1,0.75,xvalidation (k=10),raw,svm,0.7829268292682927,0.4539877300613497,0.5873015873015873,0.37,,,,,,,,,,
turma_1,0.75,"random (n=10, test=33%)",raw,random_forest,0.8085714285714286,0.5691318327974276,0.6210526315789474,0.5252225519287834,,,,,,,,,,
turma_1,0.75,"random (n=10, test=33%)",raw,knn,0.7964285714285714,0.527363184079602,0.6162790697674418,0.4608695652173913,,,,,,,,,,
turma_1,0.75,"random (n=10, test=33%)",raw,tree,0.7657142857142857,0.5444444444444445,0.5340599455040872,0.5552407932011332,,,,,,,,,,
turma_1,0.75,"random (n=10, test=33%)",raw,naive_bayes,0.7364285714285714,0.6019417475728156,0.45292207792207795,0.8971061093247589,,,,,,,,,,
turma_1,0.75,"random (n=10, test=33%)",raw,logistic_regression,0.8042857142857143,0.6063218390804597,0.5977337110481586,0.6151603498542274,,,,,,,,,,
turma_1,0.75,"random (n=10, test=33%)",raw,neural_network,0.8285714285714286,0.6296296296296297,0.6238532110091743,0.6355140186915887,,,,,,,,,,
turma_1,0.75,"random (n=10, test=33%)",raw,gradient_boosting,0.7578571428571429,0.48868778280542985,0.5094339622641509,0.46956521739130436,,,,,,,,,,
turma_1,0.75,"random (n=10, test=33%)",raw,svm,0.8007142857142857,0.4386317907444668,0.6264367816091954,0.33746130030959753,,,,,,,,,,
turma_1,0.75,holdout (33/67),raw,random_forest,0.7692307692307693,0.5454545454545454,0.5,0.6,,,,,,,,,,
turma_1,0.75,holdout (33/67),raw,knn,0.7615384615384615,0.5633802816901409,0.4878048780487805,0.6666666666666666,,,,,,,,,,
turma_1,0.75,holdout (33/67),raw,tree,0.7076923076923077,0.40625,0.38235294117647056,0.43333333333333335,,,,,,,,,,
turma_1,0.75,holdout (33/67),raw,naive_bayes,0.6384615384615384,0.4835164835164835,0.36065573770491804,0.7333333333333333,,,,,,,,,,
turma_1,0.75,holdout (33/67),raw,logistic_regression,0.7692307692307693,0.6428571428571429,0.5,0.9,,,,,,,,,,
turma_1,0.75,holdout (33/67),raw,neural_network,0.7384615384615385,0.5277777777777778,0.4523809523809524,0.6333333333333333,,,,,,,,,,
turma_1,0.75,holdout (33/67),raw,gradient_boosting,0.7923076923076923,0.5573770491803278,0.5483870967741935,0.5666666666666667,,,,,,,,,,
turma_1,0.75,holdout (33/67),raw,svm,0.7923076923076923,0.5846153846153846,0.5428571428571428,0.6333333333333333,,,,,,,,,,
turma_1,0.5,xvalidation (k=10),anova (5),random_forest,0.824390243902439,0.6043956043956045,0.6707317073170732,0.55,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),anova (5),knn,0.7926829268292683,0.5251396648044693,0.5949367088607594,0.47,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),anova (5),tree,0.8219512195121951,0.6054054054054056,0.6588235294117647,0.56,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),anova (5),naive_bayes,0.8048780487804879,0.6581196581196581,0.5746268656716418,0.77,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),anova (5),logistic_regression,0.8682926829268293,0.7127659574468085,0.7613636363636364,0.67,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),anova (5),neural_network,0.8365853658536585,0.6598984771573604,0.6701030927835051,0.65,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),anova (5),gradient_boosting,0.8195121951219512,0.5978260869565217,0.6547619047619048,0.55,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),anova (5),svm,0.7682926829268293,0.4692737430167598,0.5316455696202531,0.42,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",anova (5),random_forest,0.8035714285714286,0.5709828393135725,0.5941558441558441,0.5495495495495496,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",anova (5),knn,0.7857142857142857,0.5481927710843374,0.5705329153605015,0.527536231884058,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",anova (5),tree,0.8057142857142857,0.5709779179810726,0.6073825503355704,0.5386904761904762,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",anova (5),naive_bayes,0.7628571428571429,0.6148491879350348,0.5247524752475248,0.742296918767507,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",anova (5),logistic_regression,0.8664285714285714,0.710077519379845,0.7736486486486487,0.6561604584527221,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",anova (5),neural_network,0.8235714285714286,0.6446043165467625,0.6666666666666666,0.6239554317548747,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",anova (5),gradient_boosting,0.8007142857142857,0.5660964230171074,0.5741324921135647,0.558282208588957,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",anova (5),svm,0.7907142857142857,0.4886561954624782,0.5785123966942148,0.4229607250755287,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,holdout (33/67),anova (5),random_forest,0.7769230769230769,0.5538461538461538,0.5142857142857142,0.6,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,holdout (33/67),anova (5),knn,0.7769230769230769,0.5538461538461538,0.5142857142857142,0.6,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,holdout (33/67),anova (5),tree,0.7538461538461538,0.5151515151515152,0.4722222222222222,0.5666666666666667,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,holdout (33/67),anova (5),naive_bayes,0.6461538461538462,0.47727272727272735,0.3620689655172414,0.7,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,holdout (33/67),anova (5),logistic_regression,0.7461538461538462,0.547945205479452,0.46511627906976744,0.6666666666666666,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,holdout (33/67),anova (5),neural_network,0.7615384615384615,0.5507246376811593,0.48717948717948717,0.6333333333333333,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,holdout (33/67),anova (5),gradient_boosting,0.7923076923076923,0.5714285714285713,0.5454545454545454,0.6,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,holdout (33/67),anova (5),svm,0.8384615384615385,0.6440677966101694,0.6551724137931034,0.6333333333333333,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),anova (10),random_forest,0.8170731707317073,0.5856353591160222,0.654320987654321,0.53,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,xvalidation (k=10),anova (10),knn,0.7878048780487805,0.49710982658959535,0.589041095890411,0.43,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,xvalidation (k=10),anova (10),tree,0.8097560975609757,0.5851063829787234,0.625,0.55,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,xvalidation (k=10),anova (10),naive_bayes,0.7658536585365854,0.6220472440944881,0.512987012987013,0.79,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,xvalidation (k=10),anova (10),logistic_regression,0.8463414634146341,0.6701570680628273,0.7032967032967034,0.64,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,xvalidation (k=10),anova (10),neural_network,0.8365853658536585,0.641711229946524,0.6896551724137931,0.6,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,xvalidation (k=10),anova (10),gradient_boosting,0.8170731707317073,0.5989304812834224,0.6436781609195402,0.56,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,xvalidation (k=10),anova (10),svm,0.7780487804878049,0.48587570621468923,0.5584415584415584,0.43,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,"random (n=10, test=33%)",anova (10),random_forest,0.8185714285714286,0.6080246913580247,0.6888111888111889,0.5441988950276243,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,"random (n=10, test=33%)",anova (10),knn,0.785,0.5643994211287988,0.5945121951219512,0.5371900826446281,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,"random (n=10, test=33%)",anova (10),tree,0.8,0.5652173913043478,0.5986842105263158,0.5352941176470588,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,"random (n=10, test=33%)",anova (10),naive_bayes,0.77,0.6229508196721311,0.516504854368932,0.7846607669616519,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,"random (n=10, test=33%)",anova (10),logistic_regression,0.8371428571428572,0.6503067484662577,0.6816720257234726,0.6217008797653959,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,"random (n=10, test=33%)",anova (10),neural_network,0.835,0.6637554585152838,0.6705882352941176,0.6570605187319885,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,"random (n=10, test=33%)",anova (10),gradient_boosting,0.8192857142857143,0.5964912280701755,0.6317567567567568,0.5649546827794562,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,"random (n=10, test=33%)",anova (10),svm,0.7835714285714286,0.4873096446700508,0.5901639344262295,0.414985590778098,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,holdout (33/67),anova (10),random_forest,0.7538461538461538,0.4838709677419355,0.46875,0.5,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,holdout (33/67),anova (10),knn,0.7769230769230769,0.5538461538461538,0.5142857142857142,0.6,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,holdout (33/67),anova (10),tree,0.7538461538461538,0.5151515151515152,0.4722222222222222,0.5666666666666667,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,holdout (33/67),anova (10),naive_bayes,0.6461538461538462,0.47727272727272735,0.3620689655172414,0.7,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,holdout (33/67),anova (10),logistic_regression,0.7461538461538462,0.547945205479452,0.46511627906976744,0.6666666666666666,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,holdout (33/67),anova (10),neural_network,0.7461538461538462,0.5352112676056339,0.4634146341463415,0.6333333333333333,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,holdout (33/67),anova (10),gradient_boosting,0.7923076923076923,0.5714285714285713,0.5454545454545454,0.6,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,holdout (33/67),anova (10),svm,0.8384615384615385,0.6440677966101694,0.6551724137931034,0.6333333333333333,grades_average,grades_between_0_2_5,grades_below_mean,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_between_7_5_10
turma_1,0.5,xvalidation (k=10),chi2 (5),random_forest,0.8414634146341463,0.6524064171122995,0.7011494252873564,0.61,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),chi2 (5),knn,0.7902439024390244,0.5222222222222221,0.5875,0.47,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),chi2 (5),tree,0.8146341463414634,0.5957446808510639,0.6363636363636364,0.56,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),chi2 (5),naive_bayes,0.8121951219512196,0.663755458515284,0.5891472868217055,0.76,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),chi2 (5),logistic_regression,0.8682926829268293,0.7127659574468085,0.7613636363636364,0.67,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),chi2 (5),neural_network,0.8292682926829268,0.6428571428571429,0.65625,0.63,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),chi2 (5),gradient_boosting,0.8219512195121951,0.6054054054054056,0.6588235294117647,0.56,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,xvalidation (k=10),chi2 (5),svm,0.7707317073170732,0.4719101123595505,0.5384615384615384,0.42,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",chi2 (5),random_forest,0.7871428571428571,0.5681159420289856,0.632258064516129,0.5157894736842106,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",chi2 (5),knn,0.8014285714285714,0.5656249999999999,0.5764331210191083,0.5552147239263804,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",chi2 (5),tree,0.7971428571428572,0.5965909090909092,0.6140350877192983,0.580110497237569,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",chi2 (5),naive_bayes,0.7764285714285715,0.6159509202453988,0.540948275862069,0.7150997150997151,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",chi2 (5),logistic_regression,0.8614285714285714,0.6910828025477705,0.735593220338983,0.6516516516516516,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",chi2 (5),neural_network,0.8228571428571428,0.6352941176470588,0.6506024096385542,0.6206896551724138,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",chi2 (5),gradient_boosting,0.81,0.561056105610561,0.6463878326996197,0.4956268221574344,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,"random (n=10, test=33%)",chi2 (5),svm,0.7885714285714286,0.5163398692810458,0.5962264150943396,0.4553314121037464,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,,,,,
turma_1,0.5,holdout (33/67),chi2 (5),random_forest,0.7846153846153846,0.5483870967741935,0.53125,0.5666666666666667,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,,,,,
turma_1,0.5,holdout (33/67),chi2 (5),knn,0.7769230769230769,0.5538461538461538,0.5142857142857142,0.6,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,,,,,
turma_1,0.5,holdout (33/67),chi2 (5),tree,0.7538461538461538,0.5151515151515152,0.4722222222222222,0.5666666666666667,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,,,,,
turma_1,0.5,holdout (33/67),chi2 (5),naive_bayes,0.6461538461538462,0.47727272727272735,0.3620689655172414,0.7,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,,,,,
turma_1,0.5,holdout (33/67),chi2 (5),logistic_regression,0.7461538461538462,0.547945205479452,0.46511627906976744,0.6666666666666666,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,,,,,
turma_1,0.5,holdout (33/67),chi2 (5),neural_network,0.7538461538461538,0.5428571428571427,0.475,0.6333333333333333,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,,,,,
turma_1,0.5,holdout (33/67),chi2 (5),gradient_boosting,0.7923076923076923,0.5714285714285713,0.5454545454545454,0.6,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,,,,,
turma_1,0.5,holdout (33/67),chi2 (5),svm,0.8384615384615385,0.6440677966101694,0.6551724137931034,0.6333333333333333,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,,,,,
turma_1,0.5,xvalidation (k=10),chi2 (10),random_forest,0.8292682926829268,0.6236559139784946,0.6744186046511628,0.58,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,xvalidation (k=10),chi2 (10),knn,0.7780487804878049,0.49162011173184356,0.5569620253164557,0.44,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,xvalidation (k=10),chi2 (10),tree,0.802439024390244,0.5714285714285714,0.6067415730337079,0.54,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,xvalidation (k=10),chi2 (10),naive_bayes,0.7780487804878049,0.6345381526104418,0.5302013422818792,0.79,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,xvalidation (k=10),chi2 (10),logistic_regression,0.8414634146341463,0.6632124352331608,0.6881720430107527,0.64,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,xvalidation (k=10),chi2 (10),neural_network,0.8097560975609757,0.5851063829787234,0.625,0.55,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,xvalidation (k=10),chi2 (10),gradient_boosting,0.8219512195121951,0.6137566137566138,0.651685393258427,0.58,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,xvalidation (k=10),chi2 (10),svm,0.7609756097560976,0.449438202247191,0.5128205128205128,0.4,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,"random (n=10, test=33%)",chi2 (10),random_forest,0.8035714285714286,0.5749613601236476,0.643598615916955,0.5195530726256983,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,"random (n=10, test=33%)",chi2 (10),knn,0.7928571428571428,0.5619335347432024,0.6078431372549019,0.5224719101123596,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,"random (n=10, test=33%)",chi2 (10),tree,0.8135714285714286,0.5797101449275363,0.5960264900662252,0.5642633228840125,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,"random (n=10, test=33%)",chi2 (10),naive_bayes,0.7714285714285715,0.6420581655480984,0.5384615384615384,0.7950138504155124,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,"random (n=10, test=33%)",chi2 (10),logistic_regression,0.8507142857142858,0.6857142857142856,0.6972477064220184,0.6745562130177515,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,"random (n=10, test=33%)",chi2 (10),neural_network,0.84,0.653250773993808,0.7301038062283737,0.5910364145658263,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,"random (n=10, test=33%)",chi2 (10),gradient_boosting,0.8078571428571428,0.6084425036390102,0.6430769230769231,0.5773480662983426,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,"random (n=10, test=33%)",chi2 (10),svm,0.7792857142857142,0.4824120603015076,0.5454545454545454,0.43243243243243246,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,partial_presence,activities_incomplete
turma_1,0.5,holdout (33/67),chi2 (10),random_forest,0.7615384615384615,0.507936507936508,0.48484848484848486,0.5333333333333333,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete
turma_1,0.5,holdout (33/67),chi2 (10),knn,0.7769230769230769,0.5538461538461538,0.5142857142857142,0.6,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete
turma_1,0.5,holdout (33/67),chi2 (10),tree,0.7538461538461538,0.5151515151515152,0.4722222222222222,0.5666666666666667,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete
turma_1,0.5,holdout (33/67),chi2 (10),naive_bayes,0.6461538461538462,0.47727272727272735,0.3620689655172414,0.7,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete
turma_1,0.5,holdout (33/67),chi2 (10),logistic_regression,0.7461538461538462,0.547945205479452,0.46511627906976744,0.6666666666666666,grades_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete
